UID          PID    PPID  C STIME TTY          TIME CMD
xuan       25515    3459  0 20:13 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.21 /org/gtk/gvfs/exec_spaw/3
xuan       25522    3459  0 20:13 ?        00:00:00 /usr/libexec/gvfsd-wsdd --spawner :1.21 /org/gtk/gvfs/exec_spaw/4
xuan       25527   25522  0 20:13 ?        00:00:00 python3 /usr/bin/wsdd --no-host --discovery --listen /run/user/1000/gvfsd/wsdd
uuidd      25537       1  0 20:13 ?        00:00:00 /usr/sbin/uuidd --socket-activation --cont-clock
root       26272       2  0 20:16 ?        00:00:00 [kworker/0:0-events]
xuan       29953    5172  6 20:26 ?        00:02:12 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51279 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {ba79a52d-b779-444f-b1d7-0569e30c6223} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 68 tab
root       31601       2  0 20:32 ?        00:00:00 [kworker/2:1-events]
root       32101       2  0 20:35 ?        00:00:00 [kworker/6:3-mm_percpu_wq]
root       32157       2  0 20:35 ?        00:00:04 [kworker/5:0-i915-unordered]
root       33094       2  0 20:39 ?        00:00:00 [kworker/2:0-events]
xuan       33252    5172  0 20:40 ?        00:00:02 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51279 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {f2eeb5a8-3a3f-4231-b040-1d4d56302832} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 81 tab
root       33336       2  0 20:40 ?        00:00:00 [kworker/u32:2-events_unbound]
root       33627       2  0 20:41 ?        00:00:00 [kworker/7:1-events]
root       33663       2  0 20:41 ?        00:00:02 [kworker/u33:1-i915_flip]
xuan       33686    3079  2 20:42 ?        00:00:21 /usr/bin/ptyxis --gapplication-service
xuan       33693   33686  0 20:42 ?        00:00:00 /usr/libexec/ptyxis-agent --socket-fd=3 --rlimit-nofile=1024
xuan       33723   33693  0 20:42 pts/1    00:00:00 /usr/bin/bash
root       34097       2  0 20:43 ?        00:00:00 [kworker/3:1-events]
root       34736       2  0 20:46 ?        00:00:00 [kworker/5:3-i915-unordered]
root       34759       2  0 20:46 ?        00:00:00 [kworker/u33:3-rb_allocator]
root       34839       2  0 20:47 ?        00:00:00 [kworker/7:2]
xuan       34931    5172  0 20:47 ?        00:00:00 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51278 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {02e4939c-babd-40b0-9fe3-32ad77d6f282} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 86 tab
xuan       34937    5172  0 20:47 ?        00:00:00 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51278 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {bfe80b25-9118-4430-9b1c-d534339891a9} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 87 tab
root       35164       2  0 20:47 ?        00:00:00 [kworker/7:2H]
root       35364       2  0 20:48 ?        00:00:00 [kworker/3:2-events]
root       35396       2  0 20:48 ?        00:00:00 [kworker/u32:4-events_unbound]
root       35736       2  0 20:50 ?        00:00:00 [kworker/4:0-events]
root       35919       2  0 20:51 ?        00:00:00 [kworker/1:2-events]
xuan       36198    5172  0 20:52 ?        00:00:00 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51278 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {f77ac37a-92e0-4362-95a9-9a02b18a5749} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 88 tab
root       36528       2  0 20:54 ?        00:00:00 [kworker/3:0-i915-unordered]
root       36608       2  0 20:54 ?        00:00:01 [kworker/5:1-i915-unordered]
root       36805       2  0 20:55 ?        00:00:00 [kworker/7:0-events]
root       36853       2  0 20:55 ?        00:00:00 [kworker/4:1-mm_percpu_wq]
root       36980       2  0 20:56 ?        00:00:00 [kworker/4:3-mm_percpu_wq]
root       37010       2  0 20:56 ?        00:00:00 [kworker/1:1-events]
root       37011       2  0 20:56 ?        00:00:00 [kworker/1:3]
root       37144       2  0 20:57 ?        00:00:00 [kworker/3:3]
root       37377       2  0 20:58 ?        00:00:00 [kworker/0:2]
root       37387       2  0 20:58 ?        00:00:00 [kworker/u33:0-rb_allocator]
xuan       37482   33723  0 20:59 pts/1    00:00:00 ps -ef
